"BMI","HR"
18,1.54053158373182
18.0551378446115,1.53063198380285
18.1102756892231,1.5207959996282
18.1654135338346,1.51102322240709
18.2205513784461,1.50131324596573
18.2756892230576,1.49166566674043
18.3308270676692,1.48208008376086
18.3859649122807,1.47255609863335
18.4411027568922,1.46309331552434
18.4962406015038,1.45369134114394
18.5513784461153,1.44434978472958
18.6065162907268,1.43506825802976
18.6616541353383,1.42584637528793
18.7167919799499,1.41668375322645
18.7719298245614,1.40758001103062
18.8270676691729,1.39853477033295
18.8822055137845,1.38954765519734
18.937343358396,1.38061829210348
18.9924812030075,1.37174630993137
19.047619047619,1.36293133994584
19.1027568922306,1.35417301578125
19.1578947368421,1.34547097342625
19.2130325814536,1.33682485120869
19.2681704260652,1.32823428978053
19.3233082706767,1.31969893210294
19.3784461152882,1.31121842343148
19.4335839598997,1.30279241130128
19.4887218045113,1.2944205455125
19.5438596491228,1.28610247811568
19.5989974937343,1.27783786339733
19.6541353383459,1.26962635786553
19.7092731829574,1.26146762023569
19.7644110275689,1.25336131141635
19.8195488721805,1.24530709449506
19.874686716792,1.23730463472442
19.9298245614035,1.22935359950815
19.984962406015,1.22145365838725
20.0401002506266,1.21360448302629
20.0952380952381,1.20580574719975
20.1503759398496,1.19805712677847
20.2055137844612,1.19035829971617
20.2606516290727,1.18270894603608
20.3157894736842,1.17510874781761
20.3709273182957,1.16755738918318
20.4260651629073,1.16005455628506
20.4812030075188,1.15259993729232
20.5363408521303,1.14519322237791
20.5914786967419,1.13783410370573
20.6466165413534,1.13052227541791
20.7017543859649,1.12325743362199
20.7568922305764,1.11603927637991
20.812030075188,1.10886951513728
20.8671679197995,1.10175758906952
20.922305764411,1.09471456879553
20.9774436090226,1.08775123441385
21.0325814536341,1.08087808320284
21.0877192982456,1.07410533835019
21.1428571428571,1.06744295866292
21.1979949874687,1.06090064921202
21.2531328320802,1.05448787286859
21.3082706766917,1.04821386269133
21.3634085213033,1.04208763512885
21.4185463659148,1.03611800400367
21.4736842105263,1.03031359524838
21.5288220551378,1.02468286236867
21.5839598997494,1.01923410261163
21.6390977443609,1.01397547382235
21.6942355889724,1.00891501197601
21.749373433584,1.00406064937731
21.8045112781955,0.999420233523887
21.859649122807,0.995001546635239
21.9147869674185,0.990812325853721
21.9699248120301,0.986860284129545
22.0250626566416,0.983153131807109
22.0802005012531,0.979697460037764
22.1353383458647,0.976490202784044
22.1904761904762,0.973523571830845
22.2456140350877,0.970789987013682
22.3007518796992,0.968282099436956
22.3558897243108,0.965992776414243
22.4110275689223,0.96391508709847
22.4661654135338,0.962042288763437
22.5213032581454,0.960367813700921
22.5764411027569,0.958885256700152
22.6315789473684,0.957588363078912
22.68671679198,0.956471017237748
22.7418546365915,0.955527231710972
22.796992481203,0.954751136690139
22.8521303258145,0.954136969997568
22.9072681704261,0.95367906748934
22.9624060150376,0.953371853868824
23.0175438596491,0.953209833893459
23.0726817042607,0.953187583959003
23.1278195488722,0.953299744046896
23.1829573934837,0.953541010021777
23.2380952380952,0.953906126267437
23.2932330827068,0.954389878650764
23.3483709273183,0.954987087804342
23.4035087719298,0.955692602719518
23.4586466165414,0.95650129464273
23.5137844611529,0.957408051268941
23.5689223057644,0.958407771226898
23.6240601503759,0.959495358851853
23.6791979949875,0.96066571924221
23.734335839599,0.961913753597344
23.7894736842105,0.963234354834578
23.8446115288221,0.964622403484013
23.8997493734336,0.966072763860557
23.9548872180451,0.967580280513081
24.0100250626566,0.969139774951249
24.0651629072682,0.970746042651048
24.1203007518797,0.972393850340543
24.1754385964912,0.974077933567828
24.2305764411028,0.975792994553534
24.2857142857143,0.977533700330605
24.3408521303258,0.979294681174366
24.3959899749373,0.981070529326186
24.4511278195489,0.982855798014231
24.5062656641604,0.984645000775014
24.5614035087719,0.986432611079541
24.6165413533835,0.988213062267972
24.671679197995,0.989980747796718
24.7268170426065,0.991730021801894
24.781954887218,0.993455199983
24.8370927318296,0.995150560810549
24.8922305764411,0.996810347061235
24.9473684210526,0.998428767683987
25.0025062656642,1
25.0576441102757,1.0015181922395
25.1127819548872,1.00297746800814
25.1679197994987,1.00437391556283
25.2230576441103,1.00570948889077
