"complete_case","Age_mean","Age_sd","Age_nmiss","BMI_mean","BMI_sd","BMI_nmiss","LVEF_mean","LVEF_sd","LVEF_nmiss","eGFR_mean","eGFR_sd","eGFR_nmiss","Haemoglobin_mean","Haemoglobin_sd","Haemoglobin_nmiss","Cholesterol_mean","Cholesterol_sd","Cholesterol_nmiss","HDL_mean","HDL_sd","HDL_nmiss","LDL_mean","LDL_sd","LDL_nmiss","Triglycerides_mean","Triglycerides_sd","Triglycerides_nmiss"
FALSE,69.4590931377771,12.4038342846434,1,27.3727117762544,4.89926151973467,0,47.864223962984,13.743871048277,10,70.7862981901893,23.4910061037877,6281,13.5583254406385,1.86422912472242,13202,181.55759930805,53.9134915047198,30354,45.6974983610409,15.9748487585132,32263,104.634141346481,43.7905753287234,34581,181.494429127234,160.650486747984,35972
TRUE,68.0964345312248,11.4575199960079,0,27.1163027745463,4.47289417101478,0,51.5345799570607,11.1928400758391,0,77.1863138305273,20.4895450919187,0,14.0128357226955,1.62108351049776,0,191.61997077914,47.9161311066564,0,47.0705412840224,15.1604493824679,0,118.303616551008,42.6561885233045,0,134.702928798393,70.7623691753484,0
