"Imputation","C_index"
1,0.814824901963386
2,0.815545548913269
3,0.814840886574076
4,0.815757956455479
5,0.815506517808726
6,0.816049719048531
7,0.814668760589911
8,0.814441300978605
9,0.815291795867832
10,0.815117012140123
11,0.815552750677672
12,0.815906150031276
13,0.816223608384075
14,0.814955606145466
15,0.816374561435226
16,0.815341903023219
17,0.814713488675829
18,0.815954409058777
19,0.815714745869063
20,0.815793939844539
