term,estimate,std.error,statistic,p.value,conf.low,conf.high
sin_time,0.8502420379049735,0.02291514377413218,-7.079781874997285,1.443815378352654e-12,0.8129000830594406,0.8892993592767808
cos_time,0.9230607700297014,0.021830634217194073,-3.667333077207707,2.450934465534292e-4,0.8843985550793734,0.9634131357115977
