term,estimate,std.error,statistic,p.value,conf.low,conf.high
seasonSpring,0.8298738718864944,0.04760278848510316,-3.9174501590325757,8.949054075853016e-5,0.7559490476850923,0.9110278600771138
seasonSummer,1.3063939905629993,0.04179725744750474,6.394454540504546,1.6112147389745485e-10,1.2036390907252044,1.4179210958916557
seasonAutumn,0.8643255340959853,0.04876231499241674,-2.9901329661807874,0.002788560308309728,0.7855444876849658,0.9510074102765651
