month_start,lp,rel_hazard
1,0.12856029691125329,1.144886326689743
1.1,0.10706657285185958,1.1205410287094997
1.2,0.08581231542351395,1.0969760761134204
1.3,0.06485679553685113,1.0742275581101335
1.4,0.04425928410250573,1.052327461709711
1.5,0.024079052031112203,1.0313040910283204
1.6,0.0043753702333053065,1.0111824891902848
1.7000000000000002,-0.014792490380280302,0.9919848606909806
1.8,-0.03336525889901015,0.9737309926483259
1.9,-0.05128366441224941,0.9564386739177339
2,-0.06848843600936366,0.940124111575286
2.1,-0.0849203027797182,0.9248023447877285
2.2,-0.10052747554336124,0.9104808445903017
2.3,-0.11528809204307251,0.8971402856646002
2.4000000000000004,-0.12918777175231486,0.8847565871391989
2.5,-0.1422121341445504,0.8733079143906773
2.6,-0.1543467986932421,0.8627746538451319
2.7,-0.1655773848718524,0.8531393948170675
2.8,-0.17588951215384394,0.8443869186738097
2.9000000000000004,-0.18526880001267934,0.8365041956510316
3,-0.1937008679218211,0.8294803896873194
3.1,-0.20117133535473183,0.8233068716933701
3.2,-0.20766582178487433,0.8179772417249733
3.3000000000000003,-0.21316827389289236,0.8134887213859311
3.4000000000000004,-0.21765594718815615,0.8098462290458455
3.5,-0.22110442438721703,0.8070583026034535
3.6,-0.22348928820662653,0.8051358717364945
3.7,-0.224786121362936,0.8040924215793104
3.8000000000000003,-0.224970506572697,0.8039441724973793
3.9000000000000004,-0.22401802655246097,0.8047102780512663
4,-0.22190426401877925,0.8064130434743619
4.1,-0.21860480168820354,0.8090781672541381
4.2,-0.21409522227728509,0.812735008710262
4.300000000000001,-0.20835110850257557,0.8174168848103421
4.4,-0.2013519716273672,0.8231581660400542
4.5,-0.19309303710191675,0.8299847266929379
4.6,-0.18357345892322194,0.8379235583974559
4.7,-0.17279239108828023,0.8470061411179581
4.800000000000001,-0.16074898759408943,0.8572686515723377
4.9,-0.14744240243764725,0.8687522038754447
5,-0.1328717896159514,0.8815031246538273
5.1000000000000005,-0.11703630312599923,0.8955732652146197
5.2,-0.09993509696478871,0.9110203537198865
5.3,-0.08156732512931761,0.9279083907221738
5.4,-0.06193214161658303,0.9463080918626515
5.5,-0.04106748541520194,0.9662599049168408
5.6000000000000005,-0.019166435480265285,0.9876554485780564
5.7,0.0035391442415163817,1.0103372655586205
5.800000000000001,0.026817389803433473,1.0341320201209583
5.9,0.05043643725877541,1.0588479679604372
6,0.07416442266083233,1.0842727435682724
6.1000000000000005,0.09776948206289428,1.1101715347873102
6.2,0.12101975151825088,1.1362857267330468
6.300000000000001,0.14368336708019225,1.1623321073293358
6.4,0.16552846480200803,1.1880027336242824
6.5,0.1863231807369883,1.2129655609218355
6.6000000000000005,0.20585051392825485,1.2368843183049023
6.7,0.22395291537825554,1.259478784825734
6.800000000000001,0.24048769907927095,1.280477117142111
6.9,0.2553121790235808,1.2996009245060225
7,0.2682836692034651,1.3165684945578544
7.1000000000000005,0.2792594836112042,1.3310984994607424
7.2,0.28809693623907784,1.3429141526296648
7.300000000000001,0.2946533410793663,1.3517477682162649
7.4,0.2987860121243496,1.35734565622576
7.5,0.30035226336630766,1.3594732662966036
7.6000000000000005,0.2992094087975206,1.3579204735402315
7.7,0.2952803476488408,1.352595588713944
7.800000000000001,0.28875032010540974,1.343791877785364
7.9,0.27987015159094136,1.3319116069363208
8,0.26889066752914936,1.317367892021616
8.100000000000001,0.2560626933437474,1.3005766597161896
8.2,0.24163705445845,1.28194968649526
8.3,0.22586457629696996,1.2618887840133313
8.4,0.20899608428302194,1.240781150615799
8.5,0.19128240384031944,1.2189958682156734
8.600000000000001,0.17297436039257594,1.1968814920735182
8.7,0.1543227793635063,1.1747646580687074
8.8,0.135557235186853,1.152925116311243
8.9,0.11682229833648107,1.1315262164926683
9,0.09824128829628405,1.1106954442197041
9.1,0.07993752455015594,1.0905504641172075
9.200000000000001,0.062034326581990505,1.071199858980282
9.3,0.044655013875682235,1.0527439814266317
9.4,0.027922905915124807,1.0352759019041873
9.5,0.011961322184212166,1.018882439768932
9.6,-0.003106417833161591,1.0036452672176643
9.700000000000001,-0.017156994653102855,0.9896420790993609
9.8,-0.030067088791717118,0.976947825014961
9.9,-0.041745478057364706,0.9656050098429975
10,-0.052229329427421665,0.9555346308529739
10.1,-0.06158790717151835,0.9466338997774502
10.200000000000001,-0.06989047555928513,0.9388069439653288
10.3,-0.07720629886035191,0.9319638601662692
10.4,-0.08360464134434889,0.92601987231949
10.5,-0.08915476728090634,0.920894581569495
10.600000000000001,-0.09392594093965465,0.9165112986166287
10.700000000000001,-0.09798742659022375,0.912796450137183
10.8,-0.10140848850224407,0.9096790524139133
10.9,-0.10425839094534563,0.9070902465342789
11,-0.10660172418948304,0.9049671203717458
11.100000000000001,-0.1084843825059079,0.9032649792742894
11.200000000000001,-0.10994758616619603,0.901944285108304
11.3,-0.11103255544192334,0.9009662339442186
11.4,-0.11178051060466583,0.9002926035521527
11.5,-0.11223267192599924,0.8998856180774228
11.600000000000001,-0.11243025967749941,0.8997078292665637
11.700000000000001,-0.11241449413074238,0.8997220137642266
11.8,-0.11222659555730406,0.8998910861308347
11.9,-0.1119077842287603,0.9001780273411726
12,-0.11149928041668687,0.9005458286158828
