"time","n.risk","n.event","n.censor","surv","std.err","upper","lower","strata","BMI_cat"
0.0328515111695138,39692,5,39,0.999874030031241,5.63390312786936e-05,0.999984444689573,0.999763627564495,"BMI_cat=Normal","Normal"
0.0328542094455852,39648,0,3,0.999874030031241,5.63390312786936e-05,0.999984444689573,0.999763627564495,"BMI_cat=Normal","Normal"
0.0657030223390276,39645,7,30,0.999697485240971,8.73417161532882e-05,0.999868634721334,0.999526365056602,"BMI_cat=Normal","Normal"
0.0667614710276674,39608,0,1,0.999697485240971,8.73417161532882e-05,0.999868634721334,0.999526365056602,"BMI_cat=Normal","Normal"
0.0985545335085414,39607,1,19,0.999672244816672,9.09178536986925e-05,0.999850398003498,0.999494123373152,"BMI_cat=Normal","Normal"
0.131406044678055,39587,2,25,0.999621739739509,9.76848936508482e-05,0.999813144514102,0.999430371607551,"BMI_cat=Normal","Normal"
0.132514895685202,39560,0,1,0.999621739739509,9.76848936508482e-05,0.999813144514102,0.999430371607551,"BMI_cat=Normal","Normal"
0.164257555847569,39559,1,21,0.999596470603794,0.000100902760893056,0.99979417612583,0.99939880417728,"BMI_cat=Normal","Normal"
0.165391608013969,39537,0,1,0.999596470603794,0.000100902760893056,0.99979417612583,0.99939880417728,"BMI_cat=Normal","Normal"
0.197109067017083,39536,2,27,0.999545904210097,0.000107055800425808,0.999755656447302,0.999336195979647,"BMI_cat=Normal","Normal"
0.229960578186597,39507,0,22,0.999545904210097,0.000107055800425808,0.999755656447302,0.999336195979647,"BMI_cat=Normal","Normal"
0.26281208935611,39485,0,15,0.999545904210097,0.000107055800425808,0.999755656447302,0.999336195979647,"BMI_cat=Normal","Normal"
0.26402174500027,39470,0,1,0.999545904210097,0.000107055800425808,0.999755656447302,0.999336195979647,"BMI_cat=Normal","Normal"
0.295663600525624,39469,4,21,0.999444604870949,0.000118443763611071,0.999676648382222,0.999212615221284,"BMI_cat=Normal","Normal"
0.296898457329037,39444,0,1,0.999444604870949,0.000118443763611071,0.999676648382222,0.999212615221284,"BMI_cat=Normal","Normal"
0.328515111695138,39443,4,14,0.999343249030382,0.00012884212307248,0.999595640971065,0.99909092081716,"BMI_cat=Normal","Normal"
0.361366622864652,39425,0,19,0.999343249030382,0.00012884212307248,0.999595640971065,0.99909092081716,"BMI_cat=Normal","Normal"
0.362651881986572,39406,0,1,0.999343249030382,0.00012884212307248,0.999595640971065,0.99909092081716,"BMI_cat=Normal","Normal"
0.394218134034166,39405,1,29,0.999317888206907,0.000131317653150332,0.999575123619067,0.999060718992931,"BMI_cat=Normal","Normal"
0.427069645203679,39375,1,29,0.999292508704985,0.000133751041679997,0.999554504801967,0.99903058128055,"BMI_cat=Normal","Normal"
0.459921156373193,39345,0,31,0.999292508704985,0.000133751041679997,0.999554504801967,0.99903058128055,"BMI_cat=Normal","Normal"
0.492772667542707,39314,1,29,0.999267090469529,0.000136148299564836,0.999533776239831,0.999000475853701,"BMI_cat=Normal","Normal"
0.49415873130164,39284,0,1,0.999267090469529,0.000136148299564836,0.999533776239831,0.999000475853701,"BMI_cat=Normal","Normal"
0.525624178712221,39283,0,17,0.999267090469529,0.000136148299564836,0.999533776239831,0.999000475853701,"BMI_cat=Normal","Normal"
0.558475689881735,39266,3,25,0.999190744489001,0.000143116253925181,0.99947105950666,0.998910508089435,"BMI_cat=Normal","Normal"
0.559912155959174,39238,1,0,0.99916527961453,0.000145367772692916,0.999449997947083,0.998880642391116,"BMI_cat=Normal","Normal"
0.591327201051248,39237,1,25,0.999139814740059,0.000147585059022107,0.999428869126129,0.998850843954174,"BMI_cat=Normal","Normal"
0.592788868287941,39211,0,1,0.999139814740059,0.000147585059022107,0.999428869126129,0.998850843954174,"BMI_cat=Normal","Normal"
0.624178712220762,39210,0,37,0.999139814740059,0.000147585059022107,0.999428869126129,0.998850843954174,"BMI_cat=Normal","Normal"
0.657030223390276,39173,0,25,0.999139814740059,0.000147585059022107,0.999428869126129,0.998850843954174,"BMI_cat=Normal","Normal"
0.68988173455979,39148,2,24,0.999088770507161,0.000151942151148911,0.999386344592714,0.998791285026318,"BMI_cat=Normal","Normal"
0.722733245729304,39122,1,37,0.999063232733773,0.000154077260037281,0.999364981283402,0.998761575294187,"BMI_cat=Normal","Normal"
0.755584756898817,39084,1,20,0.999037670784312,0.000156187252954421,0.999343544400229,0.998731890788521,"BMI_cat=Normal","Normal"
0.788436268068331,39063,0,15,0.999037670784312,0.000156187252954421,0.999343544400229,0.998731890788521,"BMI_cat=Normal","Normal"
0.790049142260544,39048,0,1,0.999037670784312,0.000156187252954421,0.999343544400229,0.998731890788521,"BMI_cat=Normal","Normal"
0.821287779237845,39047,0,31,0.999037670784312,0.000156187252954421,0.999343544400229,0.998731890788521,"BMI_cat=Normal","Normal"
0.854139290407359,39016,2,21,0.998986459093171,0.000160338303225102,0.999300447214151,0.998672569629746,"BMI_cat=Normal","Normal"
0.886990801576872,38993,3,22,0.998909600185744,0.000166377937573492,0.999235392494235,0.9985839140991,"BMI_cat=Normal","Normal"
0.919842312746386,38968,1,11,0.998883966085965,0.000168345411130817,0.999213603171345,0.998554437746711,"BMI_cat=Normal","Normal"
0.921555991575613,38956,0,1,0.998883966085965,0.000168345411130817,0.999213603171345,0.998554437746711,"BMI_cat=Normal","Normal"
0.9526938239159,38955,1,17,0.998858324089659,0.000170291445504796,0.99919176378032,0.99852499567096,"BMI_cat=Normal","Normal"
0.985545335085414,38937,2,25,0.998807017706318,0.000174121874273581,0.999147941347283,0.9984662103934,"BMI_cat=Normal","Normal"
1,38910,1,0,0.998781348032257,0.000176008384031304,0.999125957163956,0.998436857759899,"BMI_cat=Normal","Normal"
1.01839684625493,38909,0,24,0.998781348032257,0.000176008384031304,0.999125957163956,0.998436857759899,"BMI_cat=Normal","Normal"
1.02018612856191,38885,0,1,0.998781348032257,0.000176008384031304,0.999125957163956,0.998436857759899,"BMI_cat=Normal","Normal"
1.05124835742444,38884,2,18,0.998729975676119,0.000179727017540184,0.999081848752206,0.998378226528479,"BMI_cat=Normal","Normal"
1.08409986859396,38864,0,22,0.998729975676119,0.000179727017540184,0.999081848752206,0.998378226528479,"BMI_cat=Normal","Normal"
