"time","n_risk","n_event","n_censor","survival","lower_CI","upper_CI","strata"
37.4178712220762,32002,1,56,0.983461464363993,0.982257640191938,0.984666763905217,"Overweight"
37.4866529774128,31956,1,32,0.983430688876937,0.982225394926633,0.98463746184979,"Overweight"
37.5164257555848,31954,1,24,0.983399912426763,0.982193150491789,0.984608157037895,"Overweight"
37.6806833114323,31876,1,66,0.983369061632672,0.982160826414439,0.984578783198459,"Overweight"
37.7792378449409,31822,1,48,0.983338159456139,0.982128447880458,0.984549361063088,"Overweight"
37.9434954007884,31770,1,50,0.983307207672713,0.982096016840729,0.984519892231589,"Overweight"
38.0091984231275,31757,1,9,0.983276244193553,0.982063574876976,0.984490410935459,"Overweight"
38.0749014454665,31739,1,30,0.983245264129777,0.982031116624978,0.984460912762328,"Overweight"
38.173455978975,31688,1,50,0.983214235183042,0.981998606665192,0.984431368542838,"Overweight"
38.2063074901445,31670,1,16,0.983183189580416,0.981966080341739,0.984401807379244,"Overweight"
38.4065708418892,31550,1,104,0.98315202688027,0.981933427503112,0.984372138564069,"Overweight"
38.5019710906702,31514,1,50,0.983120829570285,0.981900738625343,0.984342436576735,"Overweight"
38.5379876796714,31484,1,14,0.983089603524371,0.981868020152725,0.984312706719356,"Overweight"
38.76,31392,1,90,0.983058286959528,0.981835204320535,0.984282893205676,"Overweight"
38.8304862023653,31360,1,39,0.983026939437623,0.981802356468651,0.984253049805096,"Overweight"
38.8633377135348,31350,1,15,0.982995582916429,0.981769500682658,0.984223196342239,"Overweight"
38.8993839835729,31315,1,20,0.982964192350153,0.981736609489373,0.984193310204807,"Overweight"
39.0604467805519,31288,1,41,0.982932775698646,0.981703691620718,0.984163398578643,"Overweight"
39.2805519053877,31187,1,85,0.98290125831077,0.981670665197358,0.984133394059065,"Overweight"
39.323258869908,31174,3,23,0.982806669750594,0.981571557684692,0.984043335958732,"Overweight"
39.4201861285619,31136,1,24,0.982775104788179,0.981538486854844,0.984013280708219,"Overweight"
39.6846254927727,31032,2,113,0.98271176532538,0.981472121222798,0.983952975155065,"Overweight"
39.7174770039422,31020,1,15,0.982680085384525,0.98143893013148,0.983922810237384,"Overweight"
39.8488830486202,30965,1,58,0.982648350196881,0.981405680398288,0.983892593481607,"Overweight"
39.8804601011647,30945,1,0,0.982616595524068,0.981372411244725,0.983862357180667,"Overweight"
39.8817345597897,30944,1,15,0.982584840851255,0.981339144035108,0.983832118935782,"Overweight"
39.9145860709593,30926,1,8,0.982553068722922,0.981305859624551,0.983801862985102,"Overweight"
40.0131406044678,30910,1,28,0.982521281176214,0.981272560244812,0.983771591170663,"Overweight"
40.0164271047228,30890,1,0,0.982489474077439,0.981239241362113,0.983741299759879,"Overweight"
40.110597087466,30860,1,29,0.982457637088648,0.981205891642632,0.983710979413235,"Overweight"
40.1763505121236,30832,1,27,0.982425772219775,0.981172513290765,0.983680631945711,"Overweight"
40.2759526938239,30785,1,63,0.982393859737325,0.981139084675303,0.983650239526425,"Overweight"
40.53876478318,30679,1,100,0.982361838033237,0.981105538255389,0.983619746495441,"Overweight"
40.7030223390276,30599,1,84,0.982329733656034,0.981071903140909,0.983589176833391,"Overweight"
40.7358738501971,30581,2,15,0.982265489207935,0.981004599668292,0.983527999374465,"Overweight"
40.7687253613666,30563,1,19,0.982233350167618,0.98097093243339,0.983497392515261,"Overweight"
40.8015768725361,30543,1,11,0.982201191134446,0.980937245234291,0.983466765639536,"Overweight"
40.8344283837056,30532,1,12,0.98216902156838,0.980903548439852,0.983436127295996,"Overweight"
40.8672798948752,30519,1,13,0.982136839353315,0.980869839727038,0.983405475575996,"Overweight"
41,30471,1,34,0.982104607498786,0.980836078548791,0.983374777054925,"Overweight"
41.0972404730618,30450,1,33,0.982072354473909,0.980802296113889,0.983344057455117,"Overweight"
41.2943495400788,30366,1,80,0.982040013291189,0.980768418995564,0.983313256245174,"Overweight"
41.3272010512484,30355,1,12,0.982007661454151,0.980734532158052,0.983282443448459,"Overweight"
41.4586070959264,30297,1,53,0.981975248751195,0.980700580559994,0.983251573695772,"Overweight"
41.4914586070959,30288,2,19,0.981910406222884,0.980632664478013,0.983189812835778,"Overweight"
41.5243101182654,30265,1,13,0.981877962462559,0.980598684712389,0.983158909143748,"Overweight"
41.5900131406045,30241,2,31,0.981813025591261,0.980530676944967,0.983097051307012,"Overweight"
41.688567674113,30189,1,38,0.981780503380337,0.98049661705239,0.983066070860543,"Overweight"
42.0170827858081,30058,1,124,0.98174784051177,0.980462404959523,0.983034961334712,"Overweight"
42.1484888304862,30008,1,57,0.981715124308074,0.980428136380759,0.983003801638072,"Overweight"
42.2798948751643,29964,1,46,0.981682361154813,0.980393818319456,0.982972597536791,"Overweight"
42.4804928131417,29853,1,99,0.981649477278447,0.980359369901086,0.982941282377171,"Overweight"
42.5427069645204,29836,1,29,0.981616575767612,0.980324904154891,0.982909949280946,"Overweight"
42.6741130091984,29771,1,68,0.981583603526983,0.980290362868011,0.982878550283929,"Overweight"
42.969776609724,29638,1,120,0.981550484436507,0.98025566256858,0.982847016637497,"Overweight"
43.1011826544021,29591,1,54,0.98151731386152,0.980220907846851,0.982815434457608,"Overweight"
43.2654402102497,29516,2,76,0.981450806386668,0.980151222133022,0.982752113761394,"Overweight"
43.2982917214192,29498,1,11,0.981417534612094,0.980116362575787,0.982720434043977,"Overweight"
43.5282522996058,29379,1,121,0.981384129202291,0.9800813584982,0.982688631611094,"Overweight"
